"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2022","","","","17031"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2021","","","","9551.053975"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2020","","","","4321.696656"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","8513.586522"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2017","E","Estimate","","9015"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","7293.838115"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2025","E","Estimate","","11900"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2018","E","Estimate","","10256.951429"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2018","E","Estimate","","9735.428571"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2025","E","Estimate","","11100"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2017","E","Estimate","","7744"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","8335.107909"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2020","","","","5135.705775"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2021","","","","9907"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2022","","","","17602"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2023","","","","14379"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2024","","","","11688"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","7518.513023"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","7835.717981"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","7833.527651"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","9085.69135"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2024","","","","12451"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2023","","","","14271"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2022","","","","17806"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2021","","","","11452"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2020","","","","5691.483547"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","9062.762236"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","11785"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","9494"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2025","E","Estimate","","10500"
