country_code,NE.IMP.GNFS.ZS_std,NY.GDP.MKTP.CD_std,NY.GDP.MKTP.KD.ZG_std,NY.GDP.PCAP.CD_std,SP.POP.TOTL_std,TG.VAL.TOTL.GD.ZS_std,country_cluster
ARG,-1.0528067816335491,-0.0366513344619934,0.1124776097799999,-0.2681117105390935,-0.0821545300172968,-0.7066942683611247,0
ARG,-1.1977196365252274,-0.0487754900630716,-1.6129849209410203,-0.2999744446330902,-0.0811957684020928,-0.878382489714261,0
ARG,-1.1396491513584364,-0.0103218031770066,1.1620611341422675,-0.2152922756634007,-0.0802299276545889,-0.8501138033659056,0
ARG,-1.11252697237563,0.0348680017020246,0.4491928672292362,-0.1171945126634623,-0.0792460484765734,-0.8408979499197805,0
ARG,-1.2055372004252394,0.0415805731691148,-0.766819339404908,-0.1073438333593798,-0.0782864453796054,-0.9099937590028794,0
ARG,-1.1894063664311765,0.0441438845075859,-0.1732457998133735,-0.1067836076573678,-0.0773498316534745,-0.9063311796458454,0
ARG,-1.2163659290555513,0.0332397506073543,-1.023879856417133,-0.1361040002244027,-0.0763667316252404,-0.9501736966718224,0
ARG,-1.3000489211298742,0.062267259130436,-0.116887387652915,-0.0780484192481393,-0.0753584205362211,-1.0950864239213765,0
ARG,-1.232739802578381,0.0464800036580771,-0.9491090138725924,-0.117367933762591,-0.0744160923029789,-1.0767919833711328,0
ARG,-1.217571665306475,0.0830015390039759,-0.1017800314992579,-0.0438177010341971,-0.0735510557280558,-1.0990453224926495,0
ARG,-1.1287717184058583,0.0326035506425575,-1.042003384594081,-0.155382967051466,-0.0727363143845961,-0.9810074900389586,0
ARG,-1.18982158744761,-8.71361625451758e-05,-0.9353639877832332,-0.2274998127483837,-0.0720271033136772,-0.9494870416183178,0
ARG,-1.23155311811213,-0.0263932477172237,-2.301726789147974,-0.2845075836927326,-0.0715406912358333,-0.9570941826389472,0
ARG,-1.178281569288768,0.0163756233902734,1.2167898276146245,-0.1961119587156151,-0.0712728507069643,-0.8625561562141271,0
ARG,-1.1674843702148014,0.078914572847228,0.4520975958180859,-0.0667075571002041,-0.0710599803082472,-0.91535125887032,0
ARG,-1.221893038427604,0.0854759942407775,-0.9102713608795964,-0.054680605247951,-0.0707694754253072,-1.044972276385412,0
ARG,-1.2661558734140104,0.0807690263213214,-0.8215647128094894,-0.0664027564421695,-0.0704182836789616,-1.0368896477379466,0
ARM,0.1428629976730867,-0.1892116196452643,0.4312128057318217,-0.6032713396297521,-0.1649738063550946,-0.0523615410983161,0
ARM,-0.0211875848766179,-0.1891238518708472,1.071185351372738,-0.6006168279230908,-0.1649945094778587,-0.153846903309177,0
ARM,-0.0048340936339039,-0.1890144658861001,1.6938613421412938,-0.5972830706316384,-0.1650212231846511,-0.0208320486592589,0
ARM,0.1238883056774343,-0.1888317540282331,1.832233785211009,-0.5916889939647022,-0.1650597354452767,0.1598547223573241,0
ARM,-0.0527851529634721,-0.1885053128652417,1.226854349044004,-0.5817330209591384,-0.1650989155485721,-0.1403771984896466,0
ARM,-0.1301604216431212,-0.1879437403211147,1.8149372294839607,-0.564579153316422,-0.165140099179877,-0.1737681289427891,0
ARM,-0.2787191656602316,-0.1873142421372612,1.6938613424060174,-0.5451467251264931,-0.165183063724968,-0.3453410407521383,0
